id_city,city_name
32007010,AZ: Phoenix
52019027,CA: Los Angeles
52037010,CA: San Diego
52038001,CA: San Francisco
52043012,CA: San Jose
62016001,CO: Denver
92001001,DC: Washington
102016003,FL: Jacksonville
112106002,GA: Columbus
142016016,IL: Chicago
152049008,IN: Indianapolis
342060001,NC: Charlotte
392051001,PA: Philadelphia
442015010,TX: San Antonio
442057007,TX: Dallas
442101008,TX: Houston
442220011,TX: Ft. Worth
442227001,TX: Austin
482017021,WA: Seattle
